activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
3,497.37,3,0,2,0,1,12,2,0
4,19680.8,5,5,1,0,1,1,4,0
9,1336.07,6,4,7,1,1,14,5,1
3,95.22,2,11,2,1,1,13,5,1
3,132.03,4,2,1,0,1,12,1,0
7,2142.91,4,3,4,3,1,19,6,1
8,0.0,6,15,2,0,1,19,1,0
9,2107.63,5,12,2,3,1,5,2,0
2,263.7,6,12,1,0,1,9,2,0
7,611.33,3,12,2,0,1,11,4,0
2,961.99,4,1,2,0,1,10,0,0
6,2964.94,0,10,2,5,1,8,5,1
8,0.0,3,14,1,0,1,22,1,0
3,307.15,1,11,4,2,1,20,6,1
0,253.6,3,8,4,1,1,6,3,0
3,328.58,6,11,6,2,0,23,6,1
3,175.17,6,11,1,0,0,17,1,0
7,942.59,4,12,2,2,1,21,6,1
4,8505.77,0,3,4,0,1,16,5,1
7,2395.1,5,15,3,0,1,15,5,1
8,0.0,6,0,2,0,1,10,1,0
5,0.0,1,0,10,0,1,5,4,0
7,800.78,3,0,2,0,1,23,0,0
6,5583.25,3,19,3,0,1,14,6,1
0,220.6,0,9,3,2,1,10,1,0
7,519.67,6,13,1,0,1,22,0,0
7,2536.92,4,15,1,0,1,9,2,0
3,114.56,1,0,4,0,1,7,2,0
0,110.51,6,12,1,0,1,17,2,0
8,0.0,5,1,1,0,1,8,6,1
1,0.0,4,4,6,4,1,10,1,0
5,0.0,3,16,4,3,1,12,1,0
0,189.63,4,5,3,0,1,23,3,0
8,0.0,4,10,3,0,1,2,1,0
3,83.02,4,9,2,0,1,8,0,0
4,13109.71,2,8,7,2,0,18,5,1
4,14264.95,0,6,1,0,1,5,1,0
9,2796.79,4,2,2,0,1,10,3,0
2,149.79,6,5,3,0,1,8,5,1
2,1922.21,3,18,2,0,1,18,1,0
3,481.43,6,14,4,1,1,22,3,0
5,0.0,2,3,6,0,1,9,0,0
8,0.0,1,2,4,0,1,13,1,0
7,431.23,1,4,4,0,1,21,3,0
1,0.0,5,19,1,0,1,22,0,0
6,11984.82,3,19,5,0,0,11,5,1
2,38.11,2,10,2,0,1,7,5,1
1,0.0,6,12,2,2,1,11,6,1
9,113.29,6,10,8,3,1,18,6,1
2,430.92,2,4,1,0,1,21,2,0
4,3913.6,6,8,10,0,0,19,6,1
3,395.64,5,16,1,0,1,9,0,0
3,478.28,0,14,3,0,1,10,5,1
0,405.03,3,0,1,3,1,18,0,0
4,6041.83,6,9,4,2,1,20,4,0
9,1520.0,2,18,1,0,1,12,0,0
1,0.0,1,7,2,0,1,12,3,0
3,464.64,0,9,1,2,1,12,0,0
4,7568.11,5,13,2,0,1,6,2,0
5,0.0,0,12,3,2,1,13,6,1
5,0.0,3,7,1,0,1,8,6,1
1,0.0,6,18,5,0,1,19,0,0
2,1932.17,4,1,1,2,1,17,3,0
8,0.0,5,5,2,3,1,22,1,0
7,1386.55,6,15,1,5,1,17,3,0
8,0.0,1,0,1,0,1,17,3,0
5,0.0,3,13,5,2,1,12,6,1
1,0.0,4,5,4,1,1,18,5,1
5,0.0,3,16,9,0,1,20,3,0
0,454.58,3,11,4,2,1,17,3,0
9,609.13,5,14,1,0,1,8,4,0
3,482.43,1,13,2,0,1,15,6,1
3,457.91,0,8,2,0,1,16,5,1
1,0.0,4,7,2,0,1,10,5,1
0,272.28,0,7,4,0,1,21,4,0
3,494.55,0,3,1,5,1,9,5,1
7,47.56,1,13,1,1,1,12,1,0
0,213.63,2,10,7,0,1,21,1,0
6,17067.95,0,2,7,4,0,0,5,1
6,10034.24,3,0,3,1,1,19,6,1
1,0.0,3,15,3,4,1,19,5,1
8,0.0,4,0,7,0,1,8,5,1
1,0.0,1,6,1,0,1,7,6,1
9,2313.66,3,13,1,0,1,12,3,0
1,0.0,1,10,5,0,1,18,5,1
3,252.23,3,11,1,2,0,23,5,1
0,29.08,5,9,2,0,1,7,2,0
9,1094.54,3,13,1,0,1,14,1,0
8,0.0,2,15,1,0,1,7,3,0
0,162.63,0,10,4,3,1,18,4,0
6,17911.75,1,10,2,1,1,18,6,1
4,129.99,2,4,1,0,1,20,6,1
2,559.46,5,5,2,1,1,21,0,0
7,2968.99,6,2,4,0,1,0,1,0
7,2475.95,1,15,1,0,1,11,6,1
4,9978.66,5,9,1,0,1,23,1,0
5,0.0,5,10,2,4,1,10,6,1
7,2153.12,2,6,1,1,1,19,1,0
1,0.0,1,1,5,0,1,12,2,0
7,1472.29,3,0,1,1,1,22,3,0
7,1243.15,4,4,1,1,1,20,3,0
8,0.0,5,5,5,4,0,11,4,0
7,1317.2,1,4,9,0,1,8,6,1
8,0.0,0,1,4,1,1,14,1,0
7,2696.83,6,5,3,3,1,10,5,1
2,2876.07,1,8,1,0,1,11,3,0
0,351.05,5,5,3,0,1,10,6,1
4,3965.56,2,0,1,0,1,10,4,0
6,2108.69,3,6,2,5,1,20,6,1
2,666.09,2,13,3,0,1,9,4,0
7,284.98,0,9,3,1,1,21,4,0
0,275.13,0,16,10,1,1,16,3,0
9,1750.72,5,12,2,0,1,21,6,1
4,476.16,4,14,4,0,1,10,0,0
0,235.82,3,3,6,0,1,16,1,0
6,16680.71,2,13,1,2,1,8,3,0
2,639.3,5,5,1,0,1,8,4,0
4,10680.31,6,5,2,0,1,15,4,0
1,0.0,3,15,1,1,1,11,2,0
9,1440.57,0,3,2,0,1,21,1,0
5,0.0,3,9,3,0,1,14,4,0
2,2485.19,4,3,4,1,1,2,6,1
4,8874.84,5,2,2,1,1,12,1,0
5,0.0,3,5,4,0,1,18,3,0
6,13774.73,0,15,3,0,1,13,2,0
8,0.0,6,11,4,0,1,12,5,1
3,150.72,4,5,1,0,1,14,5,1
3,29.79,3,13,1,0,1,13,1,0
9,828.86,4,4,4,0,1,8,5,1
8,0.0,1,14,3,0,1,11,2,0
7,724.97,6,12,10,1,1,15,0,0
5,0.0,0,16,6,3,1,21,3,0
2,1644.7,6,6,4,0,1,13,2,0
6,2872.94,4,16,3,1,1,12,5,1
2,67.02,2,14,5,0,1,20,0,0
6,9266.21,1,3,7,0,0,2,2,0
1,0.0,2,8,1,0,1,18,5,1
1,0.0,2,16,8,0,1,11,5,1
8,0.0,4,5,1,1,1,10,1,0
8,0.0,0,18,1,0,1,1,2,0
0,297.69,4,2,5,0,1,20,6,1
6,10910.34,3,11,1,0,0,15,6,1
1,0.0,0,11,2,1,1,20,2,0
3,480.76,0,16,1,3,1,20,4,0
4,2179.58,0,11,7,0,0,18,6,1
3,139.3,1,15,6,1,1,10,5,1
2,2658.22,3,15,3,0,1,6,5,1
1,0.0,6,3,10,0,1,14,1,0
2,225.14,3,10,7,1,1,13,4,0
5,0.0,0,12,2,0,1,19,5,1
6,2374.43,3,17,6,0,1,8,6,1
5,0.0,2,17,1,4,1,12,6,1
8,0.0,4,0,1,0,1,3,2,0
4,4256.63,3,3,2,0,1,14,4,0
7,1433.28,6,3,1,0,1,17,6,1
6,13357.16,0,13,2,0,1,13,3,0
4,3676.47,0,6,4,1,0,0,4,0
0,416.84,5,1,4,2,1,16,3,0
2,1608.12,4,3,3,0,1,12,0,0
2,2672.17,0,9,4,1,1,7,5,1
1,0.0,4,4,1,1,1,16,4,0
7,931.96,6,9,3,0,1,22,2,0
9,2272.25,2,7,6,0,1,19,2,0
8,0.0,4,4,4,0,1,1,6,1
6,15682.84,5,10,5,0,1,12,1,0
2,2300.64,0,3,5,1,1,19,4,0
7,1764.9,5,15,5,2,1,18,1,0
5,0.0,6,4,6,0,1,0,1,0
7,229.79,0,7,5,0,1,17,3,0
5,0.0,5,11,5,0,1,16,0,0
9,591.72,5,3,4,0,1,15,2,0
3,225.92,5,17,6,1,0,15,2,0
8,0.0,0,16,3,0,1,0,3,0
4,14000.64,3,4,2,0,1,15,6,1
3,123.74,5,19,1,3,1,22,2,0
9,2781.86,4,1,1,0,1,13,1,0
1,0.0,4,0,2,4,1,10,6,1
7,1345.23,2,8,4,0,1,20,3,0
1,0.0,1,18,10,0,1,11,5,1
1,0.0,1,14,2,0,1,13,3,0
2,1918.99,6,5,1,0,1,20,5,1
3,394.35,1,15,1,2,1,17,0,0
2,1632.82,4,8,2,1,0,23,4,0
1,0.0,1,1,2,3,1,12,6,1
2,2581.0,6,3,3,0,1,0,0,0
6,19843.41,0,12,9,3,0,17,5,1
6,10480.61,4,12,2,0,1,18,1,0
0,125.26,6,15,8,0,1,16,6,1
9,1302.29,6,7,3,0,1,17,3,0
9,1890.4,5,8,2,2,1,16,5,1
8,0.0,1,0,2,0,1,21,1,0
0,196.42,5,1,2,0,1,6,4,0
2,2571.79,5,5,5,0,1,15,3,0
9,958.17,5,11,1,0,1,14,0,0
1,0.0,1,8,1,0,0,12,2,0
8,0.0,6,4,3,0,1,20,6,1
2,1916.71,5,8,1,0,1,16,5,1
4,18694.0,5,1,2,0,1,11,1,0
8,0.0,6,9,3,0,1,12,0,0
9,2133.29,6,9,2,2,1,12,1,0
0,414.18,6,3,3,0,1,10,1,0
4,9710.77,2,8,1,0,0,2,0,0
0,53.22,2,6,1,0,1,11,3,0
9,296.65,3,13,3,4,1,19,6,1
6,752.08,6,7,1,0,1,11,5,1
3,13.3,6,8,4,0,1,12,0,0
1,0.0,6,16,4,0,1,4,3,0
3,355.99,2,8,2,0,1,14,5,1
2,1508.58,3,5,2,0,1,11,4,0
5,0.0,4,8,6,0,1,8,4,0
8,0.0,2,12,1,0,1,20,3,0
6,5713.99,1,4,3,1,1,10,5,1
1,0.0,5,7,3,0,1,13,2,0
9,2954.45,4,7,1,0,1,17,5,1
2,575.32,0,11,3,0,1,4,3,0
6,10415.83,5,8,2,0,1,12,5,1
6,13319.89,1,0,1,4,0,9,0,0
1,0.0,4,11,2,1,1,8,1,0
6,7880.29,3,11,1,0,1,14,2,0
5,0.0,6,15,1,0,1,11,2,0
4,1553.49,4,15,2,0,1,11,3,0
7,964.01,1,14,2,1,1,22,5,1
1,0.0,2,15,3,4,1,11,3,0
2,2680.35,1,13,3,0,1,15,4,0
7,2001.83,1,14,1,1,1,15,4,0
7,396.35,4,2,2,1,1,1,6,1
2,117.78,6,5,3,0,1,2,1,0
9,1075.31,3,2,7,1,1,10,0,0
7,2768.02,0,8,1,0,1,16,3,0
5,0.0,0,19,7,1,1,18,2,0
7,1436.52,3,11,1,0,1,16,2,0
4,10022.31,3,11,4,0,0,16,5,1
3,378.8,5,1,1,0,1,8,3,0
5,0.0,4,14,3,3,1,8,4,0
4,14948.12,1,4,1,0,1,9,2,0
9,315.37,3,18,4,1,1,18,6,1
2,454.63,0,8,4,0,1,10,0,0
5,0.0,6,11,1,1,1,19,4,0
3,68.14,6,12,2,0,1,10,2,0
6,17767.64,3,4,2,0,1,18,6,1
2,1799.21,1,4,3,0,1,4,2,0
9,1952.03,0,3,6,0,1,21,5,1
5,0.0,2,15,2,0,1,10,5,1
0,315.22,2,12,2,0,1,12,5,1
6,2780.34,3,13,1,0,1,19,2,0
9,693.4,1,3,2,0,1,13,4,0
6,3005.24,5,10,1,0,0,1,5,1
7,166.38,0,15,2,0,1,17,0,0
7,2404.07,3,8,1,0,1,9,1,0
3,24.55,5,2,4,0,1,8,3,0
1,0.0,3,12,1,0,1,20,5,1
5,0.0,1,10,8,0,1,4,3,0
5,0.0,3,15,1,1,1,13,2,0
4,15157.88,6,13,1,5,0,20,1,0
0,309.17,5,5,5,3,1,14,1,0
3,323.05,1,1,5,0,1,16,6,1
1,0.0,2,7,2,0,1,22,0,0
8,0.0,6,1,3,0,1,13,3,0
6,14244.16,0,7,3,0,1,21,0,0
3,411.71,1,10,1,1,1,14,3,0
9,2831.42,5,14,3,0,1,19,2,0
6,19521.43,6,11,8,3,0,22,6,1
1,0.0,4,2,2,2,1,20,2,0
7,1715.41,3,16,1,0,1,13,2,0
6,16584.77,3,18,2,1,1,9,6,1
4,5444.8,6,3,4,0,1,8,5,1
5,0.0,2,15,1,0,1,15,4,0
5,0.0,4,16,3,2,1,13,2,0
8,0.0,0,5,3,0,1,7,3,0
4,18528.23,1,4,1,0,1,17,4,0
3,260.73,6,12,2,0,1,8,6,1
0,275.88,0,9,2,0,1,8,1,0
1,0.0,4,7,4,0,1,8,5,1
4,16668.76,3,8,4,1,0,7,4,0
7,2145.63,1,15,2,5,1,7,4,0
9,1535.58,3,15,2,4,0,12,6,1
4,1992.36,5,18,1,0,1,11,2,0
3,449.32,4,1,3,0,1,21,1,0
5,0.0,4,10,1,0,1,20,3,0
4,3734.92,1,11,2,2,0,12,1,0
4,11013.56,2,1,5,0,0,11,0,0
6,2526.13,3,5,4,5,1,8,6,1
8,0.0,5,14,1,0,1,7,5,1
8,0.0,3,16,1,0,1,10,6,1
5,0.0,0,3,2,0,1,15,2,0
1,0.0,0,15,5,0,0,23,2,0
5,0.0,3,5,7,0,1,11,1,0
9,2677.93,2,7,1,0,1,15,2,0
7,2571.83,1,2,5,0,1,12,2,0
5,0.0,6,12,7,0,1,7,2,0
2,460.71,1,7,2,1,1,9,5,1
8,0.0,3,6,4,0,1,16,0,0
9,2391.66,6,13,2,0,1,16,0,0
7,2624.48,1,19,6,3,0,9,2,0
1,0.0,0,4,1,0,1,19,4,0
9,757.43,4,4,3,1,1,18,5,1
2,1108.64,4,3,3,1,1,10,4,0
0,33.1,5,12,3,0,1,17,3,0
6,2841.88,2,2,3,1,1,9,4,0
3,224.81,5,18,3,1,1,18,1,0
7,2603.49,0,10,2,1,1,15,3,0
7,2480.97,3,4,10,4,0,10,2,0
0,315.82,2,13,5,2,1,10,3,0
1,0.0,3,5,2,0,1,13,0,0
0,219.47,2,1,2,0,1,19,5,1
5,0.0,0,14,2,0,1,16,4,0
3,480.57,5,4,3,0,1,14,6,1
0,496.67,0,0,1,0,1,11,1,0
7,114.11,5,7,4,0,1,7,0,0
4,9018.13,3,3,1,0,1,14,1,0
2,1553.66,6,19,1,0,1,14,2,0
5,0.0,1,0,1,3,1,0,2,0
5,0.0,2,4,1,0,1,14,1,0
8,0.0,6,14,4,0,1,16,5,1
4,6362.02,4,14,10,0,0,17,2,0
8,0.0,6,4,5,0,1,19,3,0
0,55.09,2,18,1,0,1,0,5,1
3,275.41,6,9,3,0,1,7,0,0
1,0.0,4,12,4,0,1,12,3,0
4,9209.31,6,8,6,0,0,0,0,0
8,0.0,4,12,5,0,1,1,6,1
2,71.72,0,7,2,4,1,6,6,1
0,489.11,6,12,1,0,1,15,0,0
6,9238.38,5,3,1,0,1,13,5,1
9,438.24,4,0,1,0,1,7,0,0
4,1535.24,2,14,2,3,0,3,4,0
0,192.7,0,16,1,0,1,19,1,0
5,0.0,3,11,1,1,1,17,0,0
2,637.76,4,16,6,0,1,8,3,0
6,9735.22,4,3,1,0,1,16,1,0
6,7820.25,0,12,2,0,1,21,2,0
6,2367.56,0,0,5,5,1,12,5,1
1,0.0,2,9,5,1,1,6,3,0
7,136.33,2,1,1,0,1,13,6,1
9,2135.57,4,2,2,0,1,17,6,1
2,1787.56,1,5,1,0,1,10,3,0
0,407.36,0,10,1,0,1,6,5,1
7,2055.38,0,2,2,0,1,5,0,0
1,0.0,6,0,4,0,1,14,1,0
9,1512.62,4,4,9,3,0,14,3,0
9,147.06,2,14,2,0,1,11,3,0
8,0.0,4,14,1,0,1,22,6,1
5,0.0,3,1,3,2,1,13,0,0
9,2824.5,2,2,4,0,1,7,3,0
2,1903.37,4,18,6,0,1,12,6,1
6,13353.88,0,15,2,4,1,9,6,1
5,0.0,0,14,1,2,1,6,0,0
5,0.0,3,2,4,2,1,13,2,0
4,13497.72,0,5,1,5,0,16,4,0
0,388.7,3,13,2,3,1,0,3,0
6,1486.57,4,7,2,0,1,11,5,1
8,0.0,5,8,1,0,1,18,6,1
1,0.0,5,13,3,3,1,22,5,1
1,0.0,0,1,1,0,1,17,6,1
7,1712.98,0,9,1,0,1,11,6,1
8,0.0,0,13,2,5,0,0,0,0
1,0.0,2,6,1,0,1,9,6,1
0,172.2,3,8,3,2,1,7,0,0
9,2741.01,3,10,2,0,1,14,5,1
8,0.0,2,14,10,0,1,22,6,1
6,3461.29,4,4,1,2,1,18,4,0
2,1375.43,1,7,6,1,1,11,4,0
6,1862.14,0,8,1,0,1,11,2,0
6,7083.8,6,15,4,1,1,21,2,0
1,0.0,6,10,3,0,1,9,2,0
6,7665.31,0,12,1,0,1,14,5,1
1,0.0,6,0,1,0,1,16,3,0
6,19908.81,4,13,1,0,0,8,5,1
7,410.13,2,18,9,1,1,22,3,0
6,8458.13,5,6,1,0,1,22,2,0
7,2936.13,4,5,1,0,1,10,5,1
7,1121.93,4,16,2,2,1,9,0,0
7,13.64,0,11,7,0,0,23,3,0
4,1964.28,5,13,1,0,1,14,6,1
0,195.28,5,7,1,3,1,16,4,0
9,2464.43,4,8,5,0,1,5,1,0
5,0.0,2,7,2,4,1,14,4,0
1,0.0,3,8,5,0,1,10,6,1
0,331.45,5,18,4,1,1,13,3,0
0,327.14,0,6,1,2,1,12,0,0
2,770.9,0,14,7,0,1,18,6,1
6,13599.6,6,14,7,0,1,20,5,1
7,2174.44,6,8,2,0,1,21,2,0
3,487.31,2,16,1,0,1,9,2,0
6,1619.78,1,4,2,1,1,19,4,0
4,13519.03,6,14,4,5,0,14,6,1
1,0.0,1,4,4,1,1,12,1,0
7,2718.3,2,13,3,0,1,8,5,1
9,267.18,4,18,7,0,1,11,0,0
2,342.96,2,3,2,1,1,21,0,0
1,0.0,5,7,3,0,1,8,1,0
6,6054.9,0,10,3,0,1,11,3,0
5,0.0,3,16,2,0,1,1,0,0
8,0.0,6,18,1,0,1,18,5,1
9,2393.54,5,16,1,0,1,10,0,0
1,0.0,4,9,2,0,1,19,2,0
1,0.0,2,15,3,0,1,9,2,0
9,193.33,6,1,1,0,1,21,0,0
6,6218.32,3,4,3,0,1,11,2,0
9,2419.34,3,6,1,0,1,17,3,0
2,2719.92,5,11,2,0,1,1,2,0
7,2729.09,0,5,1,0,1,8,4,0
8,0.0,0,5,4,0,1,20,4,0
6,10170.15,3,8,2,0,0,23,4,0
2,2490.15,1,3,2,0,1,9,5,1
6,19274.97,1,19,4,0,0,13,2,0
7,976.31,4,7,9,0,1,18,6,1
6,15099.91,5,5,3,1,1,11,5,1
1,0.0,6,7,2,0,1,4,5,1
7,204.67,1,1,2,0,1,16,1,0
8,0.0,3,1,2,0,1,10,3,0
1,0.0,5,4,3,1,1,16,5,1
8,0.0,2,18,3,1,1,18,6,1
1,0.0,6,2,3,0,1,23,0,0
4,19696.08,2,2,1,2,1,15,3,0
2,1306.62,0,1,1,1,1,8,0,0
6,18818.98,6,4,2,0,0,15,0,0
7,227.21,3,2,9,0,1,12,5,1
8,0.0,1,1,2,0,1,17,0,0
7,350.29,2,6,8,1,1,7,2,0
6,2937.4,0,13,2,2,1,8,1,0
0,245.17,6,0,2,0,1,17,4,0
4,9030.27,4,4,2,1,1,11,0,0
5,0.0,5,9,1,0,1,0,5,1
4,3770.11,5,8,2,0,0,13,3,0
7,153.39,4,12,1,0,1,12,4,0
1,0.0,6,18,2,2,1,11,5,1
1,0.0,0,9,6,3,1,16,2,0
6,15844.56,6,8,4,0,0,11,0,0
7,1726.89,6,2,5,1,1,10,6,1
9,1263.28,4,7,3,0,1,15,3,0
2,315.32,1,3,3,0,1,0,1,0
8,0.0,4,18,4,0,1,11,0,0
2,116.69,1,5,2,0,1,0,0,0
5,0.0,3,3,1,1,1,8,2,0
9,2122.4,5,1,2,0,1,12,4,0
6,5258.77,5,12,2,0,1,12,5,1
5,0.0,4,5,1,1,1,20,6,1
7,933.53,5,10,2,1,1,11,6,1
9,2494.43,2,14,6,0,0,1,0,0
2,2658.93,1,15,1,0,1,16,0,0
8,0.0,0,5,7,0,0,4,2,0
8,0.0,0,14,4,0,1,9,6,1
4,15874.5,1,8,1,0,0,0,2,0
7,595.82,5,3,6,1,1,12,0,0
1,0.0,2,14,2,2,1,8,4,0
8,0.0,4,14,3,0,1,9,4,0
5,0.0,4,13,2,0,1,9,1,0
2,2873.05,2,10,5,1,1,16,1,0
6,16642.36,2,5,2,0,1,13,2,0
1,0.0,0,19,1,1,1,11,6,1
6,3638.58,0,1,2,1,1,11,4,0
2,2841.73,6,2,1,0,1,13,5,1
9,1376.38,5,8,5,1,1,14,6,1
5,0.0,3,2,7,0,1,20,4,0
8,0.0,0,3,1,0,1,9,4,0
7,664.83,0,18,1,0,1,13,3,0
4,17587.45,5,14,3,2,1,12,2,0
0,226.98,0,16,2,0,1,21,4,0
3,20.2,5,12,2,0,1,8,5,1
3,136.12,5,1,1,2,1,17,6,1
0,100.64,4,3,2,0,1,21,2,0
8,0.0,4,13,2,1,1,14,2,0
6,1473.15,4,13,3,0,1,21,2,0
7,1392.5,4,5,4,1,1,17,1,0
1,0.0,6,13,3,0,1,6,0,0
9,2282.05,0,5,4,0,1,2,5,1
6,18997.65,2,16,6,0,0,9,4,0
1,0.0,2,15,1,0,1,14,6,1
5,0.0,0,5,1,1,1,12,1,0
3,226.7,6,12,4,0,1,14,5,1
6,11936.08,4,3,1,3,1,17,2,0
7,553.15,4,11,2,1,1,11,4,0
9,2751.52,3,10,5,0,1,15,6,1
4,13828.56,4,3,2,0,0,7,5,1
5,0.0,3,10,2,0,1,18,0,0
1,0.0,5,13,5,0,1,9,0,0
8,0.0,0,2,1,1,1,15,3,0
1,0.0,1,14,7,2,1,14,2,0
9,1830.19,4,5,2,1,1,12,5,1
1,0.0,1,8,8,0,0,9,2,0
9,2374.35,4,10,2,0,1,9,3,0
3,371.21,2,14,4,3,1,18,5,1
3,198.96,5,12,3,0,1,16,2,0
6,12442.34,1,15,3,0,0,13,3,0
7,1625.35,5,1,10,2,1,11,5,1
8,0.0,1,2,3,0,1,17,5,1
3,110.03,4,12,1,0,1,16,6,1
0,444.43,2,11,1,0,0,15,3,0
6,15301.17,6,13,4,0,1,15,0,0
1,0.0,6,2,5,0,1,10,4,0
8,0.0,0,16,10,0,1,9,6,1
8,0.0,5,16,2,0,1,0,3,0
2,1198.42,2,8,6,0,1,22,6,1
0,185.7,6,8,1,1,1,7,4,0
9,714.7,0,14,1,0,1,15,5,1
3,396.27,3,1,4,1,1,21,0,0
7,56.78,3,8,4,0,1,23,6,1
3,289.05,3,1,2,0,1,14,4,0
8,0.0,2,19,2,4,0,20,5,1
1,0.0,6,15,2,3,1,13,5,1
2,2363.26,6,11,6,0,0,8,6,1
6,12199.32,5,1,2,0,1,11,3,0
1,0.0,2,12,1,0,1,11,0,0
9,679.55,2,12,2,0,1,0,2,0
1,0.0,0,10,4,0,1,8,2,0
2,1279.67,4,11,3,1,0,10,0,0
2,546.93,2,3,5,0,1,17,0,0
3,190.44,3,16,3,0,1,6,4,0
0,241.09,0,3,2,0,1,18,2,0
6,7160.32,4,9,5,0,1,11,0,0
3,260.17,4,4,6,0,1,1,4,0
4,19609.04,6,16,1,3,1,12,4,0
9,1428.28,4,18,1,0,1,0,1,0
8,0.0,5,9,5,1,1,19,1,0
4,17276.37,2,18,2,0,1,11,1,0
2,1779.51,4,6,2,0,1,12,4,0
0,486.12,6,2,3,0,1,11,2,0
9,2718.23,4,10,1,0,1,19,5,1
0,201.03,2,11,7,2,0,18,1,0
3,93.64,1,12,4,0,1,21,4,0
4,1074.28,1,14,3,2,1,8,4,0
9,1623.64,3,0,7,1,1,16,5,1
6,15808.66,0,15,2,0,1,19,3,0
7,1916.39,1,5,1,0,1,9,5,1
9,243.96,0,13,4,1,1,22,4,0
3,292.78,1,19,3,0,1,12,5,1
9,1617.69,3,2,3,0,1,0,4,0
4,4860.57,6,3,3,0,1,15,4,0
6,4904.82,6,12,2,0,1,12,3,0
2,901.51,2,19,4,0,1,17,5,1
2,2745.46,5,11,3,0,1,6,6,1
5,0.0,0,5,2,0,1,16,1,0
6,13030.7,6,16,1,0,1,20,0,0
1,0.0,4,5,6,0,1,22,2,0
2,1636.38,1,13,6,0,1,12,0,0
0,43.66,3,11,3,4,0,17,3,0
9,2617.22,2,13,2,0,1,16,4,0
5,0.0,4,16,1,0,1,8,6,1
0,232.11,2,2,7,0,1,14,6,1
1,0.0,5,5,3,1,1,10,5,1
2,1519.44,1,2,6,1,1,18,6,1
8,0.0,0,16,2,2,1,14,1,0
6,15163.3,5,2,1,0,1,19,4,0
9,2703.93,1,1,2,0,1,14,3,0
0,382.88,4,14,3,0,1,13,5,1
9,2478.58,4,4,2,1,1,20,1,0
2,2587.76,5,1,2,0,1,10,3,0
5,0.0,6,5,1,0,1,4,3,0
5,0.0,3,7,7,0,1,16,4,0
4,14617.29,2,15,3,0,1,15,3,0
3,422.57,2,5,3,1,1,19,5,1
6,10694.71,1,16,1,0,1,16,3,0
2,1640.74,4,2,1,0,1,13,2,0
2,214.88,3,13,2,0,1,12,4,0
2,1003.95,1,6,2,0,1,19,3,0
2,285.1,3,14,2,0,1,9,6,1
5,0.0,5,2,4,1,1,19,0,0
9,2424.19,1,9,1,0,1,22,3,0
0,429.85,4,10,2,0,1,21,3,0
6,2881.23,3,8,2,2,1,18,6,1
7,2024.84,3,9,1,0,1,12,5,1
2,814.69,6,12,2,0,1,11,4,0
9,1746.42,6,15,10,1,0,19,0,0
9,2025.02,3,16,1,0,1,8,3,0
9,2929.38,1,18,5,0,0,23,3,0
5,0.0,6,19,4,3,1,12,1,0
8,0.0,6,0,2,4,0,23,0,0
1,0.0,5,5,1,5,1,11,4,0
5,0.0,4,2,1,0,1,11,2,0
1,0.0,3,13,2,1,1,13,4,0
5,0.0,1,8,4,0,1,0,4,0
7,2801.79,0,8,2,1,1,18,5,1
9,2386.49,0,15,2,0,1,11,2,0
5,0.0,0,7,2,1,1,3,0,0
6,14474.1,3,16,1,0,1,10,1,0
2,2278.89,4,11,5,1,1,22,6,1
8,0.0,3,0,2,0,1,18,2,0
1,0.0,3,8,1,0,1,13,5,1
9,460.86,6,19,1,0,0,8,4,0
9,2662.29,4,0,4,0,1,14,2,0
2,2853.35,2,10,3,5,1,9,4,0
6,11001.59,0,11,2,0,0,17,5,1
5,0.0,3,9,2,0,1,4,2,0
3,52.47,4,6,6,0,1,7,3,0
6,2545.61,2,13,4,0,1,16,3,0
0,197.1,4,15,9,0,1,2,1,0
5,0.0,3,12,4,1,1,7,6,1
2,782.12,1,16,1,0,1,11,1,0
2,1185.75,1,14,2,0,1,23,1,0
0,491.95,1,5,2,2,1,22,3,0
3,238.87,5,6,1,0,1,6,3,0
9,1699.05,2,5,5,0,0,23,6,1
9,461.32,5,0,1,1,1,7,1,0
0,291.67,2,2,3,0,1,9,3,0
7,1642.37,3,5,2,0,1,6,2,0
9,2419.84,6,2,2,5,1,17,2,0
6,16340.35,0,15,2,1,0,23,1,0
7,2590.25,6,14,2,0,1,7,4,0
1,0.0,3,7,1,0,1,3,1,0
5,0.0,0,3,1,1,1,9,4,0
9,1247.75,0,4,7,1,1,18,2,0
9,778.82,1,5,2,0,1,15,3,0
7,2874.82,5,3,2,0,1,11,2,0
3,77.42,4,0,7,0,1,13,3,0
6,15594.98,4,1,6,0,0,13,0,0
3,389.7,4,13,6,0,1,14,6,1
0,278.04,0,12,5,0,1,17,4,0
0,105.14,4,6,5,0,1,18,5,1
9,1060.47,3,4,2,1,1,13,3,0
4,17001.6,4,10,1,0,0,21,4,0
1,0.0,4,6,1,3,1,6,4,0
7,2109.93,4,8,1,2,1,17,6,1
5,0.0,6,2,1,0,1,11,5,1
6,7572.29,6,7,3,0,1,17,2,0
7,933.03,0,3,4,3,1,7,6,1
3,257.73,3,18,1,0,1,19,4,0
3,171.46,0,8,2,0,1,7,6,1
5,0.0,4,9,2,0,1,18,1,0
0,217.2,3,0,1,0,1,13,2,0
3,270.46,5,10,1,0,1,16,4,0
2,2666.56,6,5,4,1,1,11,2,0
