activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
Password Change,0.0,Mobile-Android,"Chicago, US",3,0,Not Fraud,10,4,0
Add Beneficiary,0.0,POS-Terminal,"Bangalore, IN",3,0,Not Fraud,20,5,1
Online Purchase,559.34,POS-Terminal,"Los Angeles, US",2,0,Not Fraud,18,1,0
Card Swipe,235.48,POS-Terminal,"Sydney, AU",3,4,Not Fraud,12,2,0
Money Transfer,2545.54,POS-Terminal,"Kolkata, IN",5,0,Not Fraud,0,6,1
Wallet Top-up,576.79,Desktop-Mac,"New York, US",1,0,Not Fraud,11,4,0
Login,0.0,Desktop-Windows,"Lagos, NG",5,0,Not Fraud,20,4,0
Add Beneficiary,0.0,POS-Terminal,"Lagos, NG",1,0,Not Fraud,20,0,0
Online Purchase,2144.3,Tablet,"Los Angeles, US",6,0,Not Fraud,14,5,1
Card Swipe,351.78,Desktop-Mac,"Mumbai, IN",1,0,Not Fraud,0,2,0
Bill Payment,2650.1,POS-Terminal,"Beijing, CN",2,0,Not Fraud,17,5,1
ATM Withdrawal,348.44,Mobile-iOS,"Chicago, US",2,1,Not Fraud,6,4,0
Online Purchase,1672.71,Desktop-Windows,"Beijing, CN",1,2,Not Fraud,23,5,1
Add Beneficiary,0.0,Mobile-iOS,"Bangalore, IN",10,1,Not Fraud,7,5,1
Bill Payment,2560.96,POS-Terminal,"New York, US",7,1,Not Fraud,20,0,0
Wallet Top-up,130.7,Mobile-iOS,"Singapore, SG",1,0,Not Fraud,7,0,0
Money Transfer,3128.2,ATM,"Houston, US",8,1,Not Fraud,12,5,1
Password Change,0.0,Desktop-Windows,"Sao Paulo, BR",2,0,Not Fraud,10,0,0
Add Beneficiary,0.0,Desktop-Mac,"Singapore, SG",6,4,Not Fraud,18,6,1
Bill Payment,2311.6,Desktop-Windows,"Toronto, CA",9,0,Not Fraud,17,2,0
Bill Payment,2708.02,POS-Terminal,"Singapore, SG",9,0,Fraud,4,3,0
Login,0.0,Mobile-iOS,"Beijing, CN",2,0,Not Fraud,19,4,0
Online Purchase,2643.52,POS-Terminal,"Sao Paulo, BR",6,0,Not Fraud,6,3,0
Wallet Top-up,1657.6,Mobile-Android,"New York, US",4,0,Not Fraud,14,0,0
Wallet Top-up,335.77,Tablet,"Mumbai, IN",1,1,Not Fraud,4,1,0
Card Swipe,176.1,POS-Terminal,"Singapore, SG",3,0,Not Fraud,10,6,1
ATM Withdrawal,336.79,POS-Terminal,"Mumbai, IN",4,0,Not Fraud,19,2,0
Money Transfer,2973.74,Mobile-Android,"Delhi, IN",1,0,Not Fraud,12,4,0
Loan Application,11201.42,Desktop-Mac,"Moscow, RU",10,1,Fraud,18,4,0
Bill Payment,1519.83,Tablet,"Dubai, AE",1,0,Not Fraud,13,0,0
Money Transfer,12051.92,Desktop-Windows,"New York, US",1,0,Not Fraud,12,1,0
Card Swipe,23.71,Mobile-Android,Tor Exit Node,2,0,Not Fraud,8,4,0
Money Transfer,10973.37,Tablet,"Toronto, CA",2,0,Fraud,5,6,1
Bill Payment,1516.77,Mobile-iOS,"Singapore, SG",2,1,Not Fraud,13,4,0
Add Beneficiary,0.0,Desktop-Mac,"Sao Paulo, BR",3,2,Not Fraud,11,5,1
Wallet Top-up,1937.25,Tablet,"Lagos, NG",1,0,Not Fraud,16,6,1
Money Transfer,13182.18,Mobile-iOS,"London, UK",4,2,Not Fraud,14,0,0
Loan Application,6442.6,Mobile-Android,"Mumbai, IN",1,0,Not Fraud,15,3,0
Money Transfer,10858.5,Mobile-Android,"Chicago, US",8,1,Not Fraud,10,2,0
Login,0.0,Desktop-Windows,"Chicago, US",6,0,Not Fraud,17,6,1
Online Purchase,2257.64,Tablet,"Delhi, IN",1,0,Not Fraud,15,5,1
Login,0.0,Mobile-Android,"London, UK",8,1,Not Fraud,12,4,0
Loan Application,8164.58,ATM,"Kolkata, IN",2,5,Fraud,6,5,1
Wallet Top-up,1357.97,Desktop-Windows,"Beijing, CN",1,0,Not Fraud,0,6,1
Add Beneficiary,0.0,Tablet,"Dubai, AE",1,0,Not Fraud,23,0,0
Bill Payment,2176.6,Tablet,"Sydney, AU",5,2,Fraud,23,6,1
Online Purchase,1988.52,Desktop-Windows,"New York, US",3,0,Not Fraud,11,1,0
Login,0.0,Tablet,"Singapore, SG",4,1,Not Fraud,21,2,0
Login,0.0,POS-Terminal,"Chicago, US",9,0,Not Fraud,20,3,0
Login,0.0,Desktop-Mac,"New York, US",4,1,Not Fraud,8,2,0
Loan Application,12523.47,Desktop-Windows,"New York, US",2,1,Not Fraud,19,2,0
Add Beneficiary,0.0,Desktop-Mac,"Houston, US",1,1,Not Fraud,7,4,0
Money Transfer,2592.25,Tablet,"Sao Paulo, BR",1,2,Not Fraud,21,3,0
Wallet Top-up,2649.89,POS-Terminal,"New York, US",7,0,Fraud,0,6,1
Wallet Top-up,1402.43,POS-Terminal,"London, UK",1,0,Not Fraud,12,4,0
Add Beneficiary,0.0,ATM,"New York, US",4,4,Not Fraud,9,1,0
Online Purchase,497.62,Mobile-Android,"Bangalore, IN",5,0,Not Fraud,11,5,1
Card Swipe,126.8,Tablet,"Berlin, DE",7,1,Not Fraud,11,3,0
Money Transfer,19491.79,ATM,"Beijing, CN",4,0,Not Fraud,21,5,1
Loan Application,12542.39,Mobile-Android,"Toronto, CA",2,0,Fraud,5,5,1
Card Swipe,198.12,Mobile-Android,"Mumbai, IN",7,1,Not Fraud,19,6,1
Money Transfer,2098.66,ATM,"Houston, US",3,0,Not Fraud,15,1,0
Card Swipe,365.07,Mobile-Android,"Los Angeles, US",2,0,Not Fraud,13,3,0
Bill Payment,1411.22,Tablet,"Lagos, NG",3,0,Not Fraud,15,4,0
Online Purchase,2356.87,POS-Terminal,"Kolkata, IN",3,0,Not Fraud,11,4,0
Add Beneficiary,0.0,ATM,"Singapore, SG",2,3,Not Fraud,11,2,0
Loan Application,4302.11,ATM,"Sao Paulo, BR",1,0,Not Fraud,13,2,0
Money Transfer,7189.84,Mobile-iOS,"Moscow, RU",6,0,Not Fraud,15,2,0
ATM Withdrawal,95.33,ATM,"Lagos, NG",1,0,Not Fraud,20,4,0
Bill Payment,1139.87,Mobile-iOS,"Toronto, CA",1,2,Not Fraud,18,3,0
Money Transfer,2413.94,Mobile-iOS,"Sydney, AU",3,0,Not Fraud,20,1,0
Loan Application,11767.15,Desktop-Windows,"London, UK",3,0,Not Fraud,20,5,1
Online Purchase,2183.26,Mobile-Android,"Houston, US",2,2,Not Fraud,18,5,1
Password Change,0.0,POS-Terminal,"Kolkata, IN",2,0,Not Fraud,17,6,1
Online Purchase,1358.98,Desktop-Mac,"Lagos, NG",7,0,Fraud,10,5,1
ATM Withdrawal,227.81,Tablet,"Moscow, RU",2,0,Not Fraud,11,2,0
ATM Withdrawal,197.36,Mobile-Android,"Mumbai, IN",1,2,Not Fraud,9,6,1
Money Transfer,1473.41,POS-Terminal,"Mumbai, IN",2,2,Fraud,1,3,0
Wallet Top-up,2737.59,Desktop-Windows,"Berlin, DE",2,0,Not Fraud,0,2,0
Bill Payment,2597.07,Desktop-Mac,"London, UK",3,0,Not Fraud,10,6,1
Money Transfer,6295.84,Mobile-iOS,"Bangalore, IN",5,0,Not Fraud,9,3,0
ATM Withdrawal,472.24,Desktop-Windows,"Mumbai, IN",2,1,Not Fraud,0,5,1
Password Change,0.0,Mobile-iOS,"Chicago, US",8,0,Not Fraud,15,3,0
Add Beneficiary,0.0,Mobile-Android,"Mumbai, IN",8,0,Fraud,4,4,0
Login,0.0,Mobile-iOS,"Houston, US",6,0,Not Fraud,19,1,0
Wallet Top-up,214.59,Desktop-Windows,"Dubai, AE",2,0,Not Fraud,4,3,0
Add Beneficiary,0.0,ATM,"Houston, US",6,0,Not Fraud,13,2,0
Loan Application,4099.31,Mobile-Android,"Kolkata, IN",2,2,Not Fraud,17,4,0
Card Swipe,236.72,Desktop-Mac,"Mumbai, IN",5,1,Fraud,1,6,1
Add Beneficiary,0.0,Desktop-Mac,"Bangalore, IN",6,0,Not Fraud,10,0,0
Online Purchase,2657.2,Desktop-Windows,"Beijing, CN",1,1,Not Fraud,8,6,1
Wallet Top-up,368.09,ATM,"Berlin, DE",2,0,Not Fraud,12,5,1
Card Swipe,23.09,Desktop-Mac,"Mumbai, IN",2,0,Not Fraud,16,1,0
Money Transfer,14196.54,Desktop-Mac,"Bangalore, IN",1,1,Not Fraud,8,1,0
ATM Withdrawal,422.37,Mobile-iOS,"Toronto, CA",2,0,Not Fraud,9,6,1
Bill Payment,1324.77,POS-Terminal,"Sydney, AU",2,0,Not Fraud,9,6,1
Card Swipe,35.68,Mobile-iOS,Unknown Location,2,0,Not Fraud,0,2,0
Login,0.0,POS-Terminal,"Beijing, CN",1,2,Not Fraud,23,2,0
Add Beneficiary,0.0,Tablet,"Moscow, RU",3,3,Fraud,14,0,0
Online Purchase,322.13,Desktop-Windows,"New York, US",1,0,Not Fraud,11,1,0
Login,0.0,ATM,"Moscow, RU",9,0,Not Fraud,5,2,0
Loan Application,6520.87,ATM,"Beijing, CN",2,0,Not Fraud,16,0,0
Password Change,0.0,Desktop-Mac,"Sydney, AU",4,0,Not Fraud,0,4,0
Loan Application,15190.87,ATM,"London, UK",1,0,Not Fraud,8,6,1
Bill Payment,1130.37,Tablet,"Kolkata, IN",2,2,Not Fraud,16,5,1
Add Beneficiary,0.0,Mobile-iOS,"Dubai, AE",2,0,Not Fraud,16,1,0
Loan Application,17460.48,Mobile-Android,"Los Angeles, US",2,4,Fraud,14,2,0
Bill Payment,279.82,Mobile-iOS,"London, UK",1,1,Not Fraud,15,2,0
Online Purchase,1274.93,Desktop-Mac,"Kolkata, IN",1,2,Not Fraud,15,2,0
Add Beneficiary,0.0,Tablet,"Moscow, RU",2,0,Not Fraud,12,5,1
Money Transfer,15189.22,Tablet,"Sao Paulo, BR",1,0,Not Fraud,21,6,1
Money Transfer,6698.02,Mobile-iOS,"New York, US",5,1,Not Fraud,17,5,1
Add Beneficiary,0.0,Desktop-Mac,"Toronto, CA",9,0,Not Fraud,22,2,0
Loan Application,3289.13,ATM,"Sao Paulo, BR",2,0,Not Fraud,18,4,0
Add Beneficiary,0.0,ATM,"Mumbai, IN",4,0,Not Fraud,18,3,0
Bill Payment,766.59,Mobile-Android,"Chicago, US",1,1,Not Fraud,15,1,0
Wallet Top-up,2730.3,Desktop-Windows,"Beijing, CN",2,0,Not Fraud,20,6,1
Add Beneficiary,0.0,Mobile-Android,"Chicago, US",3,1,Not Fraud,18,0,0
ATM Withdrawal,13.15,Mobile-Android,"Berlin, DE",2,0,Not Fraud,9,5,1
Password Change,0.0,Mobile-iOS,"Sydney, AU",1,0,Not Fraud,9,0,0
Login,0.0,Desktop-Windows,"Kolkata, IN",6,0,Not Fraud,18,2,0
ATM Withdrawal,52.0,Tablet,"London, UK",2,1,Not Fraud,8,2,0
Money Transfer,4260.81,ATM,"London, UK",2,1,Not Fraud,18,2,0
Password Change,0.0,Desktop-Windows,"Beijing, CN",2,0,Not Fraud,23,4,0
Login,0.0,ATM,"Singapore, SG",1,0,Not Fraud,13,5,1
Card Swipe,312.99,POS-Terminal,"Houston, US",9,4,Not Fraud,16,2,0
Login,0.0,Desktop-Mac,"London, UK",2,1,Not Fraud,23,0,0
Card Swipe,493.57,Desktop-Mac,"Toronto, CA",1,0,Not Fraud,20,0,0
Money Transfer,6061.9,Mobile-iOS,"Singapore, SG",8,0,Not Fraud,17,2,0
Bill Payment,2260.99,POS-Terminal,"New York, US",7,0,Not Fraud,16,1,0
ATM Withdrawal,336.31,Mobile-iOS,Unknown Location,3,0,Not Fraud,22,4,0
Password Change,0.0,POS-Terminal,"Delhi, IN",3,0,Not Fraud,12,1,0
ATM Withdrawal,66.69,Tablet,Tor Exit Node,4,0,Not Fraud,6,2,0
Loan Application,14751.51,ATM,"Delhi, IN",2,1,Not Fraud,11,1,0
Money Transfer,7936.48,ATM,Tor Exit Node,5,0,Not Fraud,14,4,0
Bill Payment,2242.44,Tablet,"Toronto, CA",2,1,Not Fraud,20,3,0
Online Purchase,1487.6,Desktop-Windows,"Chicago, US",4,2,Not Fraud,17,6,1
Card Swipe,366.42,ATM,"Chicago, US",1,0,Not Fraud,11,4,0
Add Beneficiary,0.0,Desktop-Windows,"Beijing, CN",1,2,Not Fraud,12,4,0
Password Change,0.0,Mobile-Android,"Dubai, AE",4,0,Not Fraud,18,5,1
ATM Withdrawal,449.64,POS-Terminal,"Beijing, CN",2,2,Not Fraud,9,3,0
Add Beneficiary,0.0,Mobile-Android,"Mumbai, IN",2,3,Not Fraud,17,2,0
Bill Payment,1882.78,Desktop-Mac,"Sydney, AU",3,4,Not Fraud,12,0,0
Add Beneficiary,0.0,Mobile-Android,"Chicago, US",1,0,Not Fraud,10,5,1
ATM Withdrawal,349.93,Desktop-Mac,"Kolkata, IN",4,0,Not Fraud,7,2,0
Money Transfer,14289.67,ATM,"Beijing, CN",2,2,Not Fraud,20,0,0
Loan Application,10802.69,ATM,"Houston, US",3,0,Not Fraud,19,5,1
Password Change,0.0,POS-Terminal,"Chicago, US",3,2,Not Fraud,8,5,1
Wallet Top-up,899.24,Mobile-Android,"London, UK",1,3,Not Fraud,22,2,0
Loan Application,9834.33,Tablet,"Sydney, AU",3,1,Not Fraud,11,3,0
ATM Withdrawal,429.48,Mobile-iOS,"Lagos, NG",1,1,Not Fraud,9,3,0
ATM Withdrawal,197.07,Desktop-Windows,"Beijing, CN",7,0,Not Fraud,21,2,0
Online Purchase,2144.76,Tablet,"Houston, US",5,0,Not Fraud,15,6,1
Money Transfer,5439.0,Mobile-Android,"Mumbai, IN",1,3,Not Fraud,14,1,0
Login,0.0,ATM,Unknown Location,1,1,Fraud,7,0,0
Money Transfer,10602.75,Desktop-Windows,"Moscow, RU",6,0,Fraud,17,3,0
Wallet Top-up,1657.26,Mobile-iOS,"London, UK",3,1,Not Fraud,20,6,1
Loan Application,14721.68,POS-Terminal,"Berlin, DE",3,0,Not Fraud,3,5,1
Password Change,0.0,Desktop-Mac,"Sydney, AU",4,3,Not Fraud,19,2,0
ATM Withdrawal,209.19,Mobile-Android,"Sao Paulo, BR",7,0,Not Fraud,11,1,0
Login,0.0,POS-Terminal,"Chicago, US",2,1,Not Fraud,22,6,1
Loan Application,3844.17,POS-Terminal,"Sydney, AU",2,5,Fraud,19,5,1
Bill Payment,2025.19,Mobile-iOS,"Los Angeles, US",5,0,Not Fraud,20,3,0
Add Beneficiary,0.0,POS-Terminal,"London, UK",2,1,Not Fraud,9,4,0
Card Swipe,153.84,Desktop-Mac,"London, UK",2,3,Not Fraud,9,0,0
Login,0.0,Desktop-Windows,"Mumbai, IN",1,2,Not Fraud,11,2,0
Login,0.0,Tablet,"Sydney, AU",1,0,Not Fraud,7,2,0
Card Swipe,203.73,Tablet,"Dubai, AE",1,0,Not Fraud,11,6,1
Login,0.0,Mobile-Android,"Houston, US",1,0,Not Fraud,11,3,0
Card Swipe,480.25,Tablet,"Sydney, AU",3,0,Not Fraud,23,1,0
Money Transfer,19155.69,Tablet,"New York, US",3,0,Not Fraud,19,6,1
Add Beneficiary,0.0,ATM,"Delhi, IN",3,1,Not Fraud,13,2,0
Money Transfer,17290.13,Desktop-Mac,"Houston, US",4,2,Not Fraud,23,2,0
Online Purchase,365.78,Mobile-iOS,"Delhi, IN",3,0,Not Fraud,12,1,0
Wallet Top-up,922.81,Desktop-Mac,"Bangalore, IN",2,0,Not Fraud,16,4,0
Password Change,0.0,Mobile-iOS,"Toronto, CA",1,0,Not Fraud,10,4,0
ATM Withdrawal,241.31,Desktop-Windows,"Kolkata, IN",2,0,Not Fraud,21,0,0
Password Change,0.0,ATM,"Lagos, NG",3,0,Fraud,12,3,0
Money Transfer,17749.52,Mobile-Android,"Lagos, NG",6,1,Fraud,8,4,0
Money Transfer,18839.27,ATM,"Houston, US",4,0,Not Fraud,16,4,0
Wallet Top-up,2925.5,Mobile-Android,"Singapore, SG",1,0,Not Fraud,20,3,0
ATM Withdrawal,32.27,POS-Terminal,"Dubai, AE",2,0,Not Fraud,15,1,0
Wallet Top-up,1155.53,Mobile-iOS,"Houston, US",1,0,Not Fraud,18,1,0
Wallet Top-up,2124.72,Desktop-Windows,"Sao Paulo, BR",3,0,Not Fraud,14,2,0
ATM Withdrawal,29.15,Mobile-iOS,"Toronto, CA",4,0,Not Fraud,8,1,0
Money Transfer,77.93,Mobile-Android,"Kolkata, IN",6,0,Not Fraud,11,1,0
Password Change,0.0,ATM,"Mumbai, IN",4,0,Not Fraud,23,4,0
Loan Application,2173.53,ATM,"Moscow, RU",3,0,Not Fraud,18,4,0
ATM Withdrawal,109.92,Mobile-iOS,"Bangalore, IN",4,0,Not Fraud,16,5,1
Card Swipe,98.94,Tablet,"Sydney, AU",4,0,Not Fraud,9,1,0
Loan Application,3797.57,POS-Terminal,"Kolkata, IN",1,0,Not Fraud,8,6,1
Add Beneficiary,0.0,ATM,"Dubai, AE",7,0,Not Fraud,12,5,1
Loan Application,319.26,POS-Terminal,"Dubai, AE",5,0,Not Fraud,22,0,0
Bill Payment,925.62,POS-Terminal,"London, UK",2,0,Not Fraud,13,1,0
ATM Withdrawal,60.26,Mobile-iOS,"New York, US",2,0,Not Fraud,20,2,0
Money Transfer,9861.82,Desktop-Windows,"Los Angeles, US",2,0,Not Fraud,23,4,0
Bill Payment,1288.74,Mobile-iOS,"Singapore, SG",3,0,Not Fraud,11,5,1
ATM Withdrawal,458.95,POS-Terminal,"Berlin, DE",4,2,Not Fraud,16,6,1
Bill Payment,1174.85,Mobile-Android,"Chicago, US",2,1,Not Fraud,17,0,0
Add Beneficiary,0.0,POS-Terminal,"Kolkata, IN",3,0,Not Fraud,11,6,1
Add Beneficiary,0.0,Tablet,"Sydney, AU",1,0,Not Fraud,14,2,0
Online Purchase,1088.32,Tablet,"Bangalore, IN",1,0,Not Fraud,9,3,0
Card Swipe,80.63,Mobile-iOS,"Houston, US",1,1,Not Fraud,20,4,0
Login,0.0,POS-Terminal,"Los Angeles, US",3,0,Not Fraud,17,1,0
Password Change,0.0,Tablet,"Dubai, AE",2,1,Not Fraud,8,5,1
Card Swipe,211.65,Mobile-Android,"Toronto, CA",1,2,Not Fraud,11,4,0
Bill Payment,37.55,Tablet,"Sao Paulo, BR",1,0,Not Fraud,19,6,1
ATM Withdrawal,486.83,Desktop-Mac,"Moscow, RU",1,0,Not Fraud,14,0,0
Password Change,0.0,Mobile-iOS,"Los Angeles, US",2,0,Not Fraud,16,1,0
Money Transfer,7285.9,Desktop-Windows,"Houston, US",1,0,Not Fraud,18,0,0
Wallet Top-up,609.17,Tablet,"Lagos, NG",3,1,Not Fraud,21,2,0
Login,0.0,Tablet,"Houston, US",4,1,Not Fraud,23,5,1
Add Beneficiary,0.0,ATM,"Berlin, DE",1,1,Not Fraud,21,4,0
ATM Withdrawal,89.0,Mobile-Android,"Kolkata, IN",1,0,Not Fraud,17,1,0
Wallet Top-up,2976.88,Desktop-Windows,"Bangalore, IN",1,0,Not Fraud,16,2,0
Online Purchase,630.42,POS-Terminal,"Kolkata, IN",1,0,Not Fraud,16,0,0
Card Swipe,56.12,Mobile-Android,"Toronto, CA",2,0,Not Fraud,11,1,0
Card Swipe,489.46,Mobile-iOS,Tor Exit Node,9,0,Fraud,18,0,0
Add Beneficiary,0.0,Desktop-Mac,"Mumbai, IN",5,4,Not Fraud,20,0,0
Wallet Top-up,1353.03,POS-Terminal,"Los Angeles, US",4,1,Not Fraud,20,6,1
ATM Withdrawal,194.15,Desktop-Mac,"Singapore, SG",3,0,Not Fraud,15,3,0
Money Transfer,1762.16,ATM,"Bangalore, IN",2,0,Not Fraud,18,5,1
Online Purchase,2108.36,Tablet,"Chicago, US",2,0,Not Fraud,13,4,0
Login,0.0,Desktop-Mac,"Houston, US",1,0,Not Fraud,22,0,0
Bill Payment,255.36,ATM,"Sao Paulo, BR",6,0,Not Fraud,5,1,0
Money Transfer,17904.38,Mobile-iOS,"Mumbai, IN",2,0,Not Fraud,12,2,0
Loan Application,7813.3,Mobile-iOS,"Los Angeles, US",3,0,Fraud,0,0,0
Bill Payment,2690.02,Mobile-Android,"Berlin, DE",3,0,Not Fraud,21,6,1
Loan Application,1994.05,Tablet,"Berlin, DE",3,0,Not Fraud,9,5,1
Password Change,0.0,Desktop-Windows,"Sydney, AU",5,1,Not Fraud,19,0,0
Password Change,0.0,ATM,"Mumbai, IN",7,0,Not Fraud,11,2,0
Wallet Top-up,1310.45,Desktop-Mac,"Moscow, RU",4,3,Not Fraud,10,1,0
Money Transfer,13010.01,POS-Terminal,"Sao Paulo, BR",7,0,Not Fraud,16,3,0
ATM Withdrawal,427.34,Desktop-Mac,"Chicago, US",5,4,Not Fraud,9,3,0
Add Beneficiary,0.0,Tablet,"Toronto, CA",6,0,Not Fraud,0,3,0
Login,0.0,ATM,"Dubai, AE",5,0,Not Fraud,0,6,1
Online Purchase,1669.44,ATM,"New York, US",7,0,Not Fraud,12,4,0
Password Change,0.0,POS-Terminal,"Berlin, DE",2,0,Not Fraud,14,6,1
Password Change,0.0,Mobile-Android,"Moscow, RU",3,0,Not Fraud,9,1,0
Card Swipe,320.89,Mobile-iOS,"Toronto, CA",2,0,Not Fraud,18,1,0
ATM Withdrawal,50.65,ATM,"Los Angeles, US",2,0,Not Fraud,8,3,0
ATM Withdrawal,448.36,ATM,"Houston, US",1,1,Not Fraud,7,3,0
Money Transfer,4245.4,Desktop-Mac,"Berlin, DE",1,0,Not Fraud,12,3,0
Money Transfer,19519.52,Tablet,"New York, US",2,0,Not Fraud,23,1,0
Login,0.0,ATM,"Mumbai, IN",6,0,Not Fraud,14,1,0
Bill Payment,806.43,Tablet,"Beijing, CN",2,2,Not Fraud,13,1,0
ATM Withdrawal,94.75,Desktop-Mac,"Los Angeles, US",4,0,Not Fraud,17,3,0
Add Beneficiary,0.0,Desktop-Windows,"Dubai, AE",3,0,Not Fraud,20,4,0
Password Change,0.0,Mobile-iOS,"Singapore, SG",8,0,Not Fraud,21,5,1
Password Change,0.0,Desktop-Windows,"Delhi, IN",1,0,Not Fraud,12,6,1
Bill Payment,2339.65,POS-Terminal,"Mumbai, IN",2,1,Not Fraud,8,4,0
Add Beneficiary,0.0,Mobile-Android,"Lagos, NG",4,3,Not Fraud,10,1,0
Password Change,0.0,ATM,"Sydney, AU",1,0,Not Fraud,19,0,0
Bill Payment,1806.28,Desktop-Windows,"New York, US",4,0,Not Fraud,15,0,0
Bill Payment,2525.72,Tablet,"New York, US",3,0,Not Fraud,12,6,1
ATM Withdrawal,165.42,Desktop-Windows,"Sydney, AU",1,0,Not Fraud,11,4,0
Password Change,0.0,Mobile-Android,"Dubai, AE",1,5,Not Fraud,22,3,0
Password Change,0.0,POS-Terminal,"Singapore, SG",1,1,Not Fraud,19,3,0
Money Transfer,5311.36,Desktop-Windows,"Beijing, CN",7,0,Not Fraud,17,1,0
Bill Payment,2260.34,Desktop-Mac,"Beijing, CN",2,0,Not Fraud,20,4,0
Password Change,0.0,Desktop-Windows,"Berlin, DE",4,0,Not Fraud,18,4,0
Money Transfer,19436.72,Desktop-Mac,"Dubai, AE",1,0,Not Fraud,4,1,0
Wallet Top-up,2576.08,POS-Terminal,"Chicago, US",2,3,Not Fraud,18,6,1
Card Swipe,435.25,Mobile-Android,"Toronto, CA",1,0,Not Fraud,14,1,0
Online Purchase,54.68,POS-Terminal,"Sydney, AU",2,0,Not Fraud,13,4,0
Online Purchase,456.11,Desktop-Mac,"Toronto, CA",1,0,Not Fraud,14,1,0
Online Purchase,1211.06,Tablet,"Bangalore, IN",3,0,Not Fraud,15,2,0
Loan Application,5360.26,Tablet,"Beijing, CN",2,0,Not Fraud,5,3,0
Online Purchase,517.23,Tablet,"Toronto, CA",1,0,Not Fraud,9,0,0
Password Change,0.0,Desktop-Mac,"Chicago, US",1,0,Not Fraud,17,3,0
ATM Withdrawal,441.82,Tablet,"Mumbai, IN",2,0,Not Fraud,9,4,0
Loan Application,13616.92,Mobile-iOS,"Sao Paulo, BR",4,0,Not Fraud,11,4,0
Password Change,0.0,Desktop-Windows,"Mumbai, IN",1,0,Not Fraud,23,0,0
Money Transfer,5435.25,Desktop-Mac,"Dubai, AE",3,0,Not Fraud,14,4,0
Loan Application,14833.2,Mobile-Android,"Houston, US",8,0,Fraud,23,3,0
Wallet Top-up,528.98,Desktop-Mac,"Lagos, NG",7,0,Not Fraud,21,2,0
Password Change,0.0,Desktop-Mac,"Lagos, NG",4,0,Not Fraud,19,2,0
Bill Payment,1401.62,POS-Terminal,"Houston, US",2,0,Not Fraud,8,4,0
Login,0.0,Mobile-Android,"Sydney, AU",1,0,Not Fraud,9,5,1
ATM Withdrawal,394.78,Mobile-Android,"Sao Paulo, BR",1,1,Not Fraud,14,6,1
Online Purchase,101.25,POS-Terminal,"Delhi, IN",2,3,Not Fraud,21,0,0
Bill Payment,1693.9,Mobile-iOS,"Beijing, CN",1,0,Not Fraud,17,3,0
Money Transfer,5981.82,Desktop-Mac,"Berlin, DE",5,0,Not Fraud,21,6,1
Password Change,0.0,Desktop-Mac,"Bangalore, IN",6,0,Not Fraud,13,4,0
Loan Application,18141.63,Mobile-iOS,"Moscow, RU",6,2,Fraud,18,6,1
Add Beneficiary,0.0,ATM,"Sydney, AU",5,0,Not Fraud,17,1,0
Loan Application,1993.11,ATM,"Los Angeles, US",4,1,Not Fraud,11,2,0
Bill Payment,1688.34,POS-Terminal,"Moscow, RU",1,0,Not Fraud,22,0,0
Money Transfer,1389.48,Mobile-Android,"London, UK",1,0,Not Fraud,8,2,0
Add Beneficiary,0.0,ATM,"Dubai, AE",1,0,Not Fraud,13,6,1
Add Beneficiary,0.0,ATM,"Sao Paulo, BR",1,0,Not Fraud,8,3,0
ATM Withdrawal,151.83,POS-Terminal,"Toronto, CA",2,1,Not Fraud,7,5,1
Bill Payment,88.77,Tablet,"Toronto, CA",3,2,Not Fraud,13,4,0
Card Swipe,442.39,Tablet,"Dubai, AE",2,0,Not Fraud,13,2,0
Password Change,0.0,POS-Terminal,"Dubai, AE",1,1,Not Fraud,16,0,0
Card Swipe,194.5,POS-Terminal,Unknown Location,4,0,Not Fraud,13,2,0
Loan Application,12368.63,POS-Terminal,"Chicago, US",1,0,Not Fraud,12,3,0
Online Purchase,320.77,ATM,"Kolkata, IN",7,0,Not Fraud,20,2,0
Money Transfer,8858.49,Mobile-iOS,"Toronto, CA",3,0,Not Fraud,12,2,0
Card Swipe,224.38,Desktop-Mac,"Dubai, AE",5,0,Not Fraud,10,1,0
Login,0.0,ATM,"Delhi, IN",2,0,Not Fraud,19,3,0
Online Purchase,2498.05,Desktop-Windows,"Moscow, RU",3,0,Not Fraud,15,1,0
Add Beneficiary,0.0,ATM,"Sydney, AU",1,0,Not Fraud,20,6,1
Password Change,0.0,ATM,"London, UK",4,0,Not Fraud,0,0,0
Wallet Top-up,1728.19,Desktop-Windows,"Delhi, IN",1,1,Not Fraud,20,4,0
ATM Withdrawal,330.08,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,1,4,0
Card Swipe,45.73,ATM,"Berlin, DE",1,5,Fraud,22,6,1
Wallet Top-up,1438.92,Mobile-Android,"Sydney, AU",1,0,Not Fraud,8,0,0
Login,0.0,Tablet,"Moscow, RU",2,1,Not Fraud,1,3,0
Add Beneficiary,0.0,Tablet,"Chicago, US",2,2,Not Fraud,17,6,1
Login,0.0,Mobile-iOS,"Delhi, IN",4,2,Not Fraud,10,4,0
Login,0.0,Desktop-Windows,"New York, US",2,1,Not Fraud,6,6,1
Loan Application,7986.48,Desktop-Windows,Tor Exit Node,1,1,Fraud,16,0,0
