  ,activity,amount,timestamp,device,location,frequency,failed_attempts,previous_behavior,risk_label
user_8240,Money Transfer,9546.91,03-06-2025 07:37,Desktop-Mac,"Toronto, CA",1,0,New user - no history,Not Fraud
user_4191,Loan Application,16125.03,06-03-2025 16:29,ATM,"Delhi, IN",1,0,Dormant account - reactivated,Fraud
user_8918,Wallet Top-up,854.85,17-05-2025 16:16,Mobile-iOS,"Mumbai, IN",3,0,Consistent single-device user,Not Fraud
user_3984,Card Swipe,13.19,07-05-2025 20:32,Mobile-iOS,"Houston, US",4,1,New user - no history,Not Fraud
user_6610,Wallet Top-up,2468.56,01-03-2025 09:06,Mobile-iOS,"Toronto, CA",2,1,Consistent single-device user,Not Fraud
user_5916,Loan Application,4245.32,19-02-2025 17:20,ATM,"Delhi, IN",1,0,Occasional user - sporadic activity,Not Fraud
user_9461,Card Swipe,330.21,10-03-2025 18:49,Mobile-iOS,Unknown Location,2,2,Recently flagged - suspicious history,Fraud
user_3375,ATM Withdrawal,173.52,26-04-2025 11:47,Desktop-Windows,"Delhi, IN",2,0,Multiple device switches,Not Fraud
user_7697,Password Change,0,16-07-2025 16:08,Desktop-Windows,"New York, US",4,0,Recently flagged - suspicious history,Not Fraud
user_7119,Login,0,25-03-2025 11:50,Tablet,"Lagos, NG",1,0,Consistent single-device user,Not Fraud
user_2219,Online Purchase,485.45,01-05-2025 17:46,Mobile-Android,"Berlin, DE",2,4,Consistent single-device user,Not Fraud
user_7144,Login,0,12-03-2025 07:40,Tablet,"Mumbai, IN",7,0,Occasional user - sporadic activity,Not Fraud
user_6317,Add Beneficiary,0,31-05-2025 19:55,Desktop-Windows,"Lagos, NG",3,0,Dormant account - reactivated,Fraud
user_9955,ATM Withdrawal,282.77,05-02-2025 19:44,ATM,"Berlin, DE",6,1,Dormant account - reactivated,Not Fraud
user_8304,Online Purchase,556.5,27-03-2025 13:29,Mobile-iOS,"Beijing, CN",4,0,Regular user - consistent pattern,Not Fraud
user_2952,Add Beneficiary,0,24-07-2025 12:51,Mobile-Android,"Dubai, AE",1,5,Dormant account - reactivated,Fraud
user_1525,Wallet Top-up,2619.88,14-03-2025 11:34,Tablet,"Mumbai, IN",1,0,New user - no history,Not Fraud
user_9712,Bill Payment,2396.78,25-08-2025 19:05,Desktop-Mac,"Moscow, RU",10,1,Multiple device switches,Fraud
user_8630,Card Swipe,445.78,26-03-2025 23:09,Mobile-Android,"Houston, US",3,0,Multiple device switches,Not Fraud
user_5813,Login,0,03-01-2025 16:24,Mobile-iOS,"Toronto, CA",1,2,Dormant account - reactivated,Not Fraud
user_8499,Online Purchase,2310.93,14-08-2025 15:22,POS-Terminal,"Singapore, SG",1,1,Frequent user - daily activity,Not Fraud
user_3975,Money Transfer,573.18,19-07-2025 15:54,Mobile-iOS,"Sydney, AU",8,0,Dormant account - reactivated,Not Fraud
user_4421,Online Purchase,912.27,28-08-2025 12:17,Mobile-iOS,"Berlin, DE",1,2,Consistent single-device user,Not Fraud
user_7145,Login,0,09-07-2025 13:47,Mobile-iOS,"Delhi, IN",2,0,Frequent user - daily activity,Not Fraud
user_3042,Money Transfer,19386.41,13-05-2025 14:37,Mobile-Android,"Houston, US",1,3,Dormant account - reactivated,Not Fraud
user_7801,Online Purchase,634.93,03-05-2025 07:32,Desktop-Windows,"Sydney, AU",7,0,Multiple device switches,Not Fraud
user_7558,Money Transfer,7125.89,22-04-2025 22:53,ATM,"Beijing, CN",1,1,Multiple device switches,Not Fraud
user_1259,ATM Withdrawal,367.52,05-08-2025 21:02,Mobile-iOS,"Houston, US",1,0,Occasional user - sporadic activity,Not Fraud
user_1638,Login,0,09-07-2025 15:13,POS-Terminal,"Toronto, CA",3,2,Multiple device switches,Not Fraud
user_3861,Wallet Top-up,2896.07,16-02-2025 18:51,Desktop-Windows,"Singapore, SG",1,0,Consistent single-device user,Not Fraud
user_6014,Add Beneficiary,0,09-03-2025 16:58,Tablet,"Toronto, CA",4,0,Consistent single-device user,Not Fraud
user_7679,Login,0,04-07-2025 14:48,Tablet,"Houston, US",1,0,Frequent user - daily activity,Not Fraud
user_2841,Card Swipe,237.57,23-04-2025 12:57,Mobile-iOS,"Dubai, AE",5,0,Consistent single-device user,Not Fraud
user_5208,Bill Payment,972.01,03-07-2025 14:39,Mobile-Android,"Bangalore, IN",4,2,Frequent user - daily activity,Not Fraud
user_3126,Bill Payment,680.53,14-04-2025 06:06,Desktop-Windows,"Singapore, SG",1,0,Occasional user - sporadic activity,Not Fraud
user_6384,Card Swipe,337.49,10-03-2025 14:36,ATM,"Singapore, SG",2,0,Occasional user - sporadic activity,Not Fraud
user_1560,Add Beneficiary,0,16-02-2025 16:50,Mobile-Android,"Chicago, US",1,1,Occasional user - sporadic activity,Not Fraud
user_8877,Card Swipe,430.26,28-05-2025 09:55,Desktop-Mac,"Bangalore, IN",1,0,Consistent single-device user,Not Fraud
user_5576,Wallet Top-up,2772.04,07-03-2025 11:57,Desktop-Windows,"Berlin, DE",2,0,New user - no history,Not Fraud
user_9504,ATM Withdrawal,40.93,20-05-2025 12:41,Mobile-iOS,"Los Angeles, US",9,2,New user - no history,Not Fraud
user_5844,Bill Payment,2620.55,29-08-2025 11:27,Mobile-Android,"Kolkata, IN",9,0,Frequent user - daily activity,Not Fraud
user_1273,Online Purchase,2201.57,08-02-2025 11:38,Tablet,"Dubai, AE",2,2,Dormant account - reactivated,Not Fraud
user_3732,Password Change,0,12-06-2025 08:43,POS-Terminal,"Dubai, AE",1,3,Occasional user - sporadic activity,Not Fraud
user_7947,Online Purchase,838.87,10-04-2025 22:25,Tablet,"Kolkata, IN",6,0,Occasional user - sporadic activity,Not Fraud
user_1005,Money Transfer,5064.02,25-08-2025 15:19,POS-Terminal,"Moscow, RU",8,0,Multiple device switches,Fraud
user_3355,Card Swipe,413,11-04-2025 18:51,ATM,"Chicago, US",2,0,Frequent user - daily activity,Not Fraud
user_2155,Online Purchase,2890.26,01-02-2025 10:57,POS-Terminal,"Sao Paulo, BR",7,0,Consistent single-device user,Not Fraud
user_5513,Password Change,0,21-03-2025 00:07,Tablet,"Los Angeles, US",3,0,Consistent single-device user,Not Fraud
user_9867,Loan Application,9114.63,04-07-2025 05:48,Desktop-Windows,"Singapore, SG",7,0,Recently flagged - suspicious history,Fraud
user_8643,Add Beneficiary,0,27-06-2025 15:56,ATM,"Berlin, DE",4,0,New user - no history,Not Fraud
user_6940,Online Purchase,2608.74,21-04-2025 17:53,Desktop-Mac,"Los Angeles, US",1,1,Recently flagged - suspicious history,Not Fraud
user_9320,Password Change,0,02-04-2025 12:53,Mobile-Android,"New York, US",4,0,Consistent single-device user,Not Fraud
user_5354,Money Transfer,19946.19,05-06-2025 19:31,ATM,"Lagos, NG",3,2,Multiple device switches,Fraud
user_2766,Loan Application,16772.2,25-01-2025 16:06,Mobile-Android,"Kolkata, IN",1,0,Multiple device switches,Not Fraud
user_6690,Card Swipe,427.59,29-08-2025 15:33,Desktop-Mac,"Dubai, AE",3,1,Regular user - consistent pattern,Not Fraud
user_3961,Login,0,16-03-2025 16:21,Desktop-Mac,"Berlin, DE",4,2,Recently flagged - suspicious history,Not Fraud
user_6636,Password Change,0,25-04-2025 23:15,ATM,"New York, US",2,5,Recently flagged - suspicious history,Fraud
user_4430,Wallet Top-up,2313.57,13-04-2025 14:20,ATM,"Mumbai, IN",5,2,New user - no history,Not Fraud
user_6763,Loan Application,10787.78,01-08-2025 19:14,Desktop-Windows,"Los Angeles, US",4,0,Dormant account - reactivated,Fraud
user_9146,Bill Payment,2270.91,05-05-2025 09:54,Desktop-Windows,"Mumbai, IN",2,0,Occasional user - sporadic activity,Not Fraud
user_6288,Login,0,21-08-2025 07:37,Tablet,"Beijing, CN",3,1,Occasional user - sporadic activity,Not Fraud
user_4254,Money Transfer,1856.32,14-04-2025 15:56,ATM,"London, UK",4,0,Multiple device switches,Not Fraud
user_7311,Money Transfer,16907.94,24-07-2025 18:56,Desktop-Windows,"Moscow, RU",9,0,Frequent user - daily activity,Fraud
user_1668,Online Purchase,1646.22,07-05-2025 17:17,Mobile-iOS,"Dubai, AE",9,0,Frequent user - daily activity,Not Fraud
user_4538,Bill Payment,42.19,06-06-2025 10:01,Desktop-Mac,"Dubai, AE",2,0,Frequent user - daily activity,Not Fraud
user_4048,Wallet Top-up,1744.78,10-04-2025 16:56,POS-Terminal,"London, UK",4,0,Recently flagged - suspicious history,Not Fraud
user_7065,Password Change,0,23-03-2025 21:59,Tablet,"Mumbai, IN",8,0,Frequent user - daily activity,Not Fraud
user_3109,Money Transfer,19621.17,02-05-2025 18:32,Tablet,"Toronto, CA",5,0,Dormant account - reactivated,Fraud
user_4669,Card Swipe,141.88,23-04-2025 19:29,Desktop-Mac,"Lagos, NG",1,5,Regular user - consistent pattern,Fraud
user_8347,Wallet Top-up,1952.58,30-06-2025 20:30,Mobile-iOS,"Los Angeles, US",2,4,Recently flagged - suspicious history,Fraud
user_5128,Login,0,30-06-2025 17:31,ATM,Tor Exit Node,9,0,Consistent single-device user,Not Fraud
user_9821,ATM Withdrawal,171.96,15-04-2025 15:56,Mobile-iOS,"Berlin, DE",9,0,Regular user - consistent pattern,Not Fraud
user_1867,Password Change,0,07-06-2025 15:49,Mobile-Android,"Sydney, AU",4,1,Frequent user - daily activity,Not Fraud
user_3969,Login,0,31-01-2025 16:31,Desktop-Windows,"Los Angeles, US",7,0,Multiple device switches,Not Fraud
user_7247,Card Swipe,77.87,01-04-2025 11:06,Mobile-iOS,"Sao Paulo, BR",6,0,Occasional user - sporadic activity,Not Fraud
user_7576,Online Purchase,683.79,28-03-2025 23:40,Desktop-Mac,"Sao Paulo, BR",2,0,Regular user - consistent pattern,Not Fraud
user_1969,Password Change,0,04-01-2025 07:00,Mobile-Android,"Mumbai, IN",2,2,Dormant account - reactivated,Not Fraud
user_4088,Loan Application,9989.12,12-08-2025 14:22,POS-Terminal,"Singapore, SG",3,0,Consistent single-device user,Not Fraud
user_9312,Bill Payment,2444.01,28-08-2025 13:39,Tablet,"Singapore, SG",4,0,Recently flagged - suspicious history,Not Fraud
user_6718,Bill Payment,1772.37,19-02-2025 08:06,Tablet,"Chicago, US",3,0,Consistent single-device user,Not Fraud
user_7370,Card Swipe,472.57,05-03-2025 17:04,Desktop-Windows,"Chicago, US",8,0,Multiple device switches,Not Fraud
user_6870,Login,0,27-07-2025 21:58,ATM,"Singapore, SG",4,2,New user - no history,Not Fraud
user_2490,Password Change,0,29-06-2025 21:36,Tablet,"Sydney, AU",4,0,Recently flagged - suspicious history,Not Fraud
user_4244,ATM Withdrawal,472.68,22-01-2025 12:27,Desktop-Mac,"New York, US",1,0,Multiple device switches,Not Fraud
user_9152,ATM Withdrawal,387.71,11-01-2025 17:33,Mobile-iOS,"Kolkata, IN",2,0,Occasional user - sporadic activity,Not Fraud
user_1785,Wallet Top-up,88.75,01-04-2025 22:24,Tablet,"New York, US",5,2,Occasional user - sporadic activity,Not Fraud
user_4514,Money Transfer,9171.81,23-03-2025 09:14,Mobile-Android,"Sao Paulo, BR",2,0,Regular user - consistent pattern,Not Fraud
user_4375,Money Transfer,18490.03,28-07-2025 00:15,ATM,"Mumbai, IN",1,0,Frequent user - daily activity,Not Fraud
user_7585,Login,0,09-06-2025 08:38,POS-Terminal,"London, UK",7,1,Recently flagged - suspicious history,Not Fraud
user_5466,Add Beneficiary,0,16-04-2025 17:26,Desktop-Mac,"Toronto, CA",6,2,Consistent single-device user,Not Fraud
user_1170,Add Beneficiary,0,02-02-2025 02:49,POS-Terminal,"Beijing, CN",1,0,Occasional user - sporadic activity,Not Fraud
user_2089,Bill Payment,1613.13,24-06-2025 08:47,POS-Terminal,Unknown Location,2,0,Recently flagged - suspicious history,Fraud
user_5284,Money Transfer,15231.74,21-02-2025 12:56,Mobile-Android,"Lagos, NG",2,0,Regular user - consistent pattern,Not Fraud
user_2825,Online Purchase,118.9,27-06-2025 12:05,ATM,"Los Angeles, US",2,0,Occasional user - sporadic activity,Not Fraud
user_1672,Wallet Top-up,2301.54,23-03-2025 09:13,Mobile-Android,"Lagos, NG",7,0,Recently flagged - suspicious history,Fraud
user_8569,Online Purchase,2705.18,16-03-2025 04:24,Tablet,"Los Angeles, US",1,0,Consistent single-device user,Not Fraud
user_2136,Online Purchase,1806.97,21-05-2025 10:10,Desktop-Windows,"Los Angeles, US",3,0,Regular user - consistent pattern,Not Fraud
user_3783,Password Change,0,27-01-2025 12:09,POS-Terminal,"London, UK",2,0,Multiple device switches,Not Fraud
user_2960,Online Purchase,2287.72,06-01-2025 01:34,POS-Terminal,"Dubai, AE",2,0,Multiple device switches,Not Fraud
user_7336,Card Swipe,456.02,06-03-2025 10:31,Desktop-Windows,"Kolkata, IN",3,0,Occasional user - sporadic activity,Not Fraud
user_9789,Password Change,0,07-07-2025 09:18,Mobile-iOS,"Kolkata, IN",2,0,Occasional user - sporadic activity,Not Fraud
user_1343,Add Beneficiary,0,28-04-2025 19:09,Desktop-Mac,"Sao Paulo, BR",2,0,Multiple device switches,Not Fraud
user_6782,Online Purchase,2825.93,07-07-2025 12:26,Desktop-Mac,"Bangalore, IN",2,0,Dormant account - reactivated,Not Fraud
user_3180,Wallet Top-up,621.72,19-02-2025 09:12,ATM,"Sao Paulo, BR",4,0,Consistent single-device user,Not Fraud
user_7688,Password Change,0,06-02-2025 16:13,Desktop-Mac,"Chicago, US",3,0,Multiple device switches,Not Fraud
user_4267,Online Purchase,1016.36,28-08-2025 20:42,Tablet,"Delhi, IN",7,0,Frequent user - daily activity,Not Fraud
user_5478,Loan Application,15396.34,25-07-2025 16:36,Mobile-iOS,"Chicago, US",2,0,Occasional user - sporadic activity,Not Fraud
user_6180,Loan Application,18663.75,13-08-2025 16:47,Mobile-Android,"Beijing, CN",4,0,Regular user - consistent pattern,Not Fraud
user_6431,Money Transfer,6300.21,08-02-2025 21:12,Mobile-iOS,"Toronto, CA",1,0,Dormant account - reactivated,Not Fraud
user_8317,Card Swipe,175.92,25-07-2025 09:19,Tablet,"Chicago, US",6,0,New user - no history,Not Fraud
user_7712,Bill Payment,1687.18,26-06-2025 16:44,ATM,"Singapore, SG",9,1,Occasional user - sporadic activity,Not Fraud
user_2590,Login,0,08-04-2025 08:24,Desktop-Mac,"Houston, US",1,1,Dormant account - reactivated,Not Fraud
user_3979,Card Swipe,448.05,30-03-2025 23:42,Desktop-Windows,"Kolkata, IN",6,0,Occasional user - sporadic activity,Not Fraud
user_5916,Add Beneficiary,0,22-07-2025 21:07,POS-Terminal,"Houston, US",3,0,New user - no history,Not Fraud
user_9105,Login,0,13-02-2025 16:37,Desktop-Windows,"Dubai, AE",1,0,Regular user - consistent pattern,Not Fraud
user_6219,Bill Payment,160.77,25-04-2025 10:19,Desktop-Mac,"Mumbai, IN",1,5,Consistent single-device user,Not Fraud
user_6454,Wallet Top-up,98.96,03-01-2025 20:59,POS-Terminal,"Lagos, NG",2,0,Consistent single-device user,Not Fraud
user_7363,Login,0,07-04-2025 17:17,Desktop-Windows,"Mumbai, IN",2,5,Multiple device switches,Not Fraud
user_6605,Bill Payment,2829,06-05-2025 17:35,Desktop-Windows,"London, UK",6,3,New user - no history,Not Fraud
user_9336,Money Transfer,509,04-03-2025 08:48,Mobile-Android,"Houston, US",1,0,Frequent user - daily activity,Not Fraud
user_1158,Login,0,21-08-2025 18:21,Tablet,"Los Angeles, US",3,4,Consistent single-device user,Not Fraud
user_2733,Loan Application,2483.47,10-07-2025 17:12,Mobile-Android,"Houston, US",4,0,Multiple device switches,Not Fraud
user_4444,Login,0,10-06-2025 17:24,Tablet,"Houston, US",5,1,Consistent single-device user,Not Fraud
user_8687,ATM Withdrawal,368.47,24-04-2025 15:55,Mobile-iOS,"Sydney, AU",1,4,Recently flagged - suspicious history,Not Fraud
user_9880,Loan Application,19455.84,20-01-2025 17:44,Mobile-iOS,"Houston, US",2,5,Occasional user - sporadic activity,Fraud
user_5861,Loan Application,8275.03,06-03-2025 16:13,ATM,"Mumbai, IN",1,0,Recently flagged - suspicious history,Not Fraud
user_3642,Money Transfer,1279.31,16-01-2025 13:57,Tablet,"Sao Paulo, BR",2,1,Consistent single-device user,Not Fraud
user_6216,Loan Application,15439.15,05-06-2025 21:44,POS-Terminal,"Kolkata, IN",3,1,Dormant account - reactivated,Not Fraud
user_6867,Card Swipe,191.52,20-05-2025 11:31,POS-Terminal,"Houston, US",3,0,Dormant account - reactivated,Not Fraud
user_8617,Card Swipe,168.94,11-08-2025 19:25,Desktop-Mac,"Bangalore, IN",1,1,Multiple device switches,Not Fraud
user_3284,Password Change,0,08-02-2025 12:55,Desktop-Mac,"Mumbai, IN",2,2,Occasional user - sporadic activity,Not Fraud
user_4013,Online Purchase,289.06,28-03-2025 12:09,Mobile-iOS,"New York, US",2,0,Recently flagged - suspicious history,Not Fraud
user_4112,Card Swipe,307.34,10-02-2025 14:27,Desktop-Mac,"Kolkata, IN",1,4,New user - no history,Not Fraud
user_8810,Loan Application,5821.97,25-02-2025 10:31,Desktop-Mac,"Sydney, AU",8,0,Dormant account - reactivated,Fraud
user_8028,Loan Application,2480.86,05-07-2025 08:18,Desktop-Windows,"Berlin, DE",5,0,Consistent single-device user,Not Fraud
user_1290,Card Swipe,191.3,01-03-2025 10:20,ATM,"Singapore, SG",3,3,Consistent single-device user,Not Fraud
user_6582,Loan Application,15886.67,24-03-2025 17:57,ATM,"Moscow, RU",9,0,Frequent user - daily activity,Fraud
user_9005,Loan Application,9421.56,25-01-2025 00:32,Desktop-Mac,"Sao Paulo, BR",3,0,Consistent single-device user,Not Fraud
user_5358,Money Transfer,9017.22,12-03-2025 18:50,POS-Terminal,"Chicago, US",5,0,Frequent user - daily activity,Not Fraud
user_1050,Password Change,0,24-05-2025 11:39,Mobile-iOS,"Berlin, DE",8,0,Dormant account - reactivated,Not Fraud
user_9786,Online Purchase,2473.29,04-06-2025 16:59,Mobile-Android,"Toronto, CA",1,2,Recently flagged - suspicious history,Not Fraud
user_7930,Login,0,17-03-2025 11:13,Mobile-Android,"New York, US",3,0,Dormant account - reactivated,Not Fraud
user_8318,Add Beneficiary,0,14-07-2025 15:38,Desktop-Windows,"Los Angeles, US",1,0,Consistent single-device user,Not Fraud
user_3668,Loan Application,2614.29,11-08-2025 22:07,Desktop-Windows,"Lagos, NG",2,0,Multiple device switches,Fraud
user_1417,Add Beneficiary,0,25-03-2025 16:25,Tablet,"Dubai, AE",1,0,Regular user - consistent pattern,Not Fraud
user_3160,Card Swipe,41.3,14-05-2025 05:09,Mobile-iOS,Tor Exit Node,1,1,Dormant account - reactivated,Not Fraud
user_2329,Add Beneficiary,0,13-04-2025 11:04,Tablet,"Los Angeles, US",2,1,Occasional user - sporadic activity,Not Fraud
user_4395,Card Swipe,87.94,28-02-2025 18:55,Mobile-iOS,"Los Angeles, US",3,0,Frequent user - daily activity,Not Fraud
user_1694,Login,0,11-08-2025 09:14,Mobile-iOS,"Sydney, AU",2,1,Multiple device switches,Not Fraud
user_9359,ATM Withdrawal,251.19,21-05-2025 17:44,Mobile-Android,"New York, US",3,0,Consistent single-device user,Not Fraud
user_7031,Wallet Top-up,2696.24,18-05-2025 08:13,Mobile-Android,"Singapore, SG",4,0,Dormant account - reactivated,Not Fraud
user_4302,Loan Application,5162.75,11-04-2025 09:57,Mobile-Android,"Beijing, CN",2,0,Multiple device switches,Not Fraud
user_1682,Add Beneficiary,0,12-08-2025 19:47,Mobile-iOS,"Houston, US",3,1,Frequent user - daily activity,Not Fraud
user_5970,Password Change,0,28-02-2025 13:41,Tablet,"Singapore, SG",5,0,Regular user - consistent pattern,Not Fraud
user_3964,Password Change,0,04-07-2025 09:46,Desktop-Windows,"Bangalore, IN",2,1,Consistent single-device user,Not Fraud
user_5675,Online Purchase,237.63,08-01-2025 07:00,Tablet,"New York, US",1,0,Regular user - consistent pattern,Not Fraud
user_3613,Money Transfer,1118.08,09-07-2025 09:12,Desktop-Windows,"Los Angeles, US",2,0,Regular user - consistent pattern,Not Fraud
user_5948,Bill Payment,791.86,23-08-2025 21:56,Mobile-iOS,"Chicago, US",3,4,Regular user - consistent pattern,Not Fraud
user_3860,Login,0,27-04-2025 07:46,ATM,"Singapore, SG",3,0,Regular user - consistent pattern,Not Fraud
user_8859,Money Transfer,14642.11,23-06-2025 08:04,Desktop-Mac,"New York, US",2,2,Multiple device switches,Fraud
user_1217,Loan Application,17953.29,13-03-2025 16:49,POS-Terminal,"Toronto, CA",2,2,Regular user - consistent pattern,Not Fraud
user_4081,Online Purchase,2070.58,12-08-2025 19:41,Tablet,"Dubai, AE",2,4,Consistent single-device user,Not Fraud
user_5694,Password Change,0,30-07-2025 07:23,Desktop-Mac,"Lagos, NG",2,3,Occasional user - sporadic activity,Not Fraud
user_6681,Add Beneficiary,0,30-04-2025 09:25,Desktop-Windows,"Berlin, DE",1,1,Consistent single-device user,Not Fraud
user_7681,Password Change,0,06-03-2025 22:05,Mobile-iOS,"Mumbai, IN",2,0,Occasional user - sporadic activity,Not Fraud
user_6627,Wallet Top-up,2755.3,29-03-2025 23:09,Tablet,"Moscow, RU",4,2,Occasional user - sporadic activity,Fraud
user_7493,Money Transfer,16477.7,11-01-2025 20:32,Tablet,"Los Angeles, US",1,3,Occasional user - sporadic activity,Not Fraud
user_9014,Money Transfer,6543.47,28-08-2025 19:23,Desktop-Mac,"Sydney, AU",5,0,Dormant account - reactivated,Not Fraud
user_2743,Online Purchase,1923.21,18-08-2025 13:53,ATM,"Houston, US",1,1,New user - no history,Not Fraud
user_3365,Money Transfer,13914,19-03-2025 11:48,ATM,"Houston, US",3,4,Frequent user - daily activity,Not Fraud
user_1265,Login,0,31-07-2025 11:13,ATM,"Beijing, CN",1,0,New user - no history,Not Fraud
user_6857,Add Beneficiary,0,29-03-2025 00:38,Desktop-Mac,"Mumbai, IN",2,0,Consistent single-device user,Not Fraud
user_1686,Card Swipe,488.74,07-03-2025 14:22,POS-Terminal,"Bangalore, IN",4,1,New user - no history,Not Fraud
user_6751,Card Swipe,497.37,20-08-2025 12:31,Mobile-Android,"Bangalore, IN",2,0,New user - no history,Not Fraud
user_4954,Loan Application,19680.8,18-07-2025 01:19,POS-Terminal,"Dubai, AE",1,0,Regular user - consistent pattern,Not Fraud
user_1462,Wallet Top-up,1336.07,28-06-2025 14:29,Tablet,"Delhi, IN",7,1,Regular user - consistent pattern,Not Fraud
user_9466,Card Swipe,95.22,11-01-2025 13:54,Desktop-Windows,"Moscow, RU",2,1,New user - no history,Not Fraud
user_8899,Card Swipe,132.03,17-06-2025 12:47,Mobile-iOS,"Berlin, DE",1,0,Dormant account - reactivated,Not Fraud
user_9083,Online Purchase,2142.91,26-01-2025 19:58,Mobile-iOS,"Chicago, US",4,3,Regular user - consistent pattern,Not Fraud
user_9128,Password Change,0,01-07-2025 19:27,Tablet,"Singapore, SG",2,0,Multiple device switches,Not Fraud
user_8148,Wallet Top-up,2107.63,13-08-2025 05:05,POS-Terminal,"Mumbai, IN",2,3,Occasional user - sporadic activity,Not Fraud
user_1395,Bill Payment,263.7,18-06-2025 09:12,Tablet,"Mumbai, IN",1,0,Occasional user - sporadic activity,Not Fraud
user_1651,Online Purchase,611.33,11-04-2025 11:47,Mobile-Android,"Mumbai, IN",2,0,Recently flagged - suspicious history,Not Fraud
user_5969,Bill Payment,961.99,24-02-2025 10:30,Mobile-iOS,"Beijing, CN",2,0,Occasional user - sporadic activity,Not Fraud
user_9870,Money Transfer,2964.94,09-08-2025 08:32,ATM,"Los Angeles, US",2,5,Occasional user - sporadic activity,Not Fraud
user_7774,Password Change,0,15-04-2025 22:52,Mobile-Android,"Sao Paulo, BR",1,0,Multiple device switches,Not Fraud
user_7402,Card Swipe,307.15,02-02-2025 20:47,Desktop-Mac,"Moscow, RU",4,2,Occasional user - sporadic activity,Not Fraud
user_9540,ATM Withdrawal,253.6,17-04-2025 06:38,Mobile-Android,"Lagos, NG",4,1,Regular user - consistent pattern,Not Fraud
user_5601,Card Swipe,328.58,03-08-2025 23:21,Tablet,"Moscow, RU",6,2,Consistent single-device user,Fraud
user_3248,Card Swipe,175.17,13-05-2025 17:21,Tablet,"Moscow, RU",1,0,Recently flagged - suspicious history,Fraud
user_9413,Online Purchase,942.59,25-05-2025 21:58,Mobile-iOS,"Mumbai, IN",2,2,Multiple device switches,Not Fraud
user_5323,Loan Application,8505.77,16-08-2025 16:49,ATM,"Chicago, US",4,0,Dormant account - reactivated,Not Fraud
user_6261,Online Purchase,2395.1,05-07-2025 15:11,POS-Terminal,"Singapore, SG",3,0,Dormant account - reactivated,Not Fraud
user_9142,Password Change,0,11-03-2025 10:30,Tablet,"Bangalore, IN",2,0,New user - no history,Not Fraud
user_7440,Login,0,07-03-2025 05:51,Desktop-Mac,"Bangalore, IN",10,0,Recently flagged - suspicious history,Not Fraud
user_7889,Online Purchase,800.78,02-06-2025 23:40,Mobile-Android,"Bangalore, IN",2,0,Occasional user - sporadic activity,Not Fraud
user_1672,Money Transfer,5583.25,20-07-2025 14:17,Mobile-Android,Unknown Location,3,0,Regular user - consistent pattern,Not Fraud
user_5541,ATM Withdrawal,220.6,27-05-2025 10:39,ATM,"London, UK",3,2,Occasional user - sporadic activity,Not Fraud
user_6189,Online Purchase,519.67,19-05-2025 22:24,Tablet,"New York, US",1,0,Recently flagged - suspicious history,Not Fraud
user_2567,Online Purchase,2536.92,12-02-2025 09:29,Mobile-iOS,"Singapore, SG",1,0,Recently flagged - suspicious history,Not Fraud
user_7335,Card Swipe,114.56,02-07-2025 07:05,Desktop-Mac,"Bangalore, IN",4,0,Multiple device switches,Not Fraud
user_9868,ATM Withdrawal,110.51,13-08-2025 17:27,Tablet,"Mumbai, IN",1,0,Multiple device switches,Not Fraud
user_4366,Password Change,0,03-08-2025 08:04,POS-Terminal,"Beijing, CN",1,0,Frequent user - daily activity,Not Fraud
user_6787,Add Beneficiary,0,19-08-2025 10:45,Mobile-iOS,"Delhi, IN",6,4,Frequent user - daily activity,Not Fraud
user_8409,Login,0,08-04-2025 12:22,Mobile-Android,"Sydney, AU",4,3,New user - no history,Not Fraud
user_4744,ATM Withdrawal,189.63,13-02-2025 23:30,Mobile-iOS,"Dubai, AE",3,0,Frequent user - daily activity,Not Fraud
user_7249,Password Change,0,01-07-2025 02:14,Mobile-iOS,"Los Angeles, US",3,0,New user - no history,Not Fraud
user_5180,Card Swipe,83.02,11-08-2025 08:27,Mobile-iOS,"London, UK",2,0,Frequent user - daily activity,Not Fraud
user_1854,Loan Application,13109.71,15-02-2025 18:55,Desktop-Windows,"Lagos, NG",7,2,Frequent user - daily activity,Fraud
user_4201,Loan Application,14264.95,29-07-2025 05:06,ATM,"Houston, US",1,0,Dormant account - reactivated,Not Fraud
user_3502,Wallet Top-up,2796.79,07-08-2025 10:00,Mobile-iOS,"Berlin, DE",2,0,Regular user - consistent pattern,Not Fraud
user_3211,Bill Payment,149.79,09-08-2025 08:08,Tablet,"Dubai, AE",3,0,Frequent user - daily activity,Not Fraud
user_5066,Bill Payment,1922.21,04-02-2025 18:04,Mobile-Android,"Toronto, CA",2,0,Multiple device switches,Not Fraud
user_9602,Card Swipe,481.43,05-06-2025 22:22,Tablet,"Sao Paulo, BR",4,1,Multiple device switches,Not Fraud
user_3068,Login,0,04-08-2025 09:38,Desktop-Windows,"Chicago, US",6,0,Recently flagged - suspicious history,Not Fraud
user_1391,Password Change,0,25-02-2025 13:48,Desktop-Mac,"Berlin, DE",4,0,Occasional user - sporadic activity,Not Fraud
user_7493,Online Purchase,431.23,06-03-2025 21:57,Desktop-Mac,"Delhi, IN",4,0,Frequent user - daily activity,Not Fraud
user_3136,Add Beneficiary,0,18-08-2025 22:15,POS-Terminal,Unknown Location,1,0,Consistent single-device user,Not Fraud
